,name,brand,description,details,occasion,style,subcategory_bottom,subcategory_top
79,Baby Boy's & Little Boy's Stripe Shorts,Andy & Evan,Vibrant colorblock stirpes adorns these summer-ready shorts.,"Elasticized waist
Pull-on style
Back patch pocket
Polyester
Machine wash
Imported",[],[],N/A,N/A
80,Pyramid Linen Polo Shirt,Vilebrequin,An embroidered logo graphic enhances this lightweight cotton tee with a modified Polo silhouette.,"Spread collar with V-neck
Short sleeves
Pullover style
Linen
Machine wash
Imported
SIZE & FITAbout 28"" from shoulder to hem
Please note: Sizing runs small, we suggest new customers size up.",[],[],N/A,N/A
81,Safety Pin Bracelet,Alexander McQueen,Chunky silvertone chain bracelet accented with safety pin charm.,"Lobster clasp closure
Brass
Made in Italy",[],[],N/A,N/A
82,Fixed Buckle Leather Belt,Ermenegildo Zegna,unknown,"Sleek leather secured by a gleaming square silvertone buckle
Width, about 2.5""
Leather
Made in Italy",[],[],N/A,N/A
83,Sylvain Long Sleeve Sport Shirt,Theory,Timeless solid sport shirt with woven in stretch for a comfortable fit.,"Point collar
Long sleeves
Button front closure
Button barrel cuffs
Shirttail hem
Cotton/polyamide/elastase
Dry clean
Imported of Italian fabric
SIZE & FITAbout 31"" from shoulder to hem",[],[],N/A,N/A
84,Studded wrap sandals,J.Crew,"A super comfy lace-up gladiator sandal in Italian-made leather, and with a studded bottom for that extra something-something.",unknown,"['Vacation', 'daytonight', 'vacation', 'DaytoNight', 'Weekend', 'weekend']","['casual', 'Boho', 'boho', 'Casual']",N/A,N/A
85,Super Eight belted linen jumpsuit,Zimmermann,Blush linen Button fastenings along front 100% linen; lining: 100% cotton Dry clean Designer color: Shell Imported,"Size 00 = XXS-XS, 0 = XS-S, 1 = S-M, 2 = M-L, 3 = L-XL
Fits true to size, take your normal size 
Designed to be loose at the bust and waist with relaxed pants, tapered at the hem
Use the belt to cinch in at the waist
Elasticated at the waist and hem for a flexible fit
Lightweight, non-stretchy fabric
Model is 175cm/ 5'9"" and is wearing the designer's size 0","['Weekend', 'daytonight', 'weekend', 'DaytoNight']","['Modern', 'modern', 'casual', 'Casual']",N/A,N/A
86,Leather-Paneled Raffia Shoulder Bag,Hunting Season,"Handwoven by local artisans, Hunting Season's shoulder bag is designed in a bucket silhouette. It's crafted from durable raffia and paneled with smooth leather to ensure longevity. Pinch its tassel-style drawstring to keep your belongings secure.","Drawstring top
Composition: leather, raffia (platano)
Designer color: cognac
Comes with dust bag
Made in Colombia


Bag measures 10.5"" height × 9.5"" width × 6.5"" depth",[],[],N/A,N/A
87,Casual Leather Belt,Montblanc,This sleek leather belt showcases a pebbled finish.,"Tongue buckle closure
Silvertone hardware
Leather
Made in Italy
SIZE1.18""W x 47""L",[],[],N/A,N/A
88,Glow Expert Duo Stick,By Terry,"WHAT IT ISThe 3-in-1 Glow Expert Duo Stick enhances facial features for a natural, healthy-looking and radiant result. This product comes complete with an integrated blending brush and can be used as a blush, contour or as a highlighter. 0.25 oz. Imported.WHAT IT DOESEnriched with glow-reflecting prisms and light-corrective micro-spheres, the result is an ultra silky texture that is hydrating to the skin. Use shades separately or layered for desired effect.","WHAT IT ISThe 3-in-1 Glow Expert Duo Stick enhances facial features for a natural, healthy-looking and radiant result. This product comes complete with an integrated blending brush and can be used as a blush, contour or as a highlighter. 0.25 oz. Imported.WHAT IT DOESEnriched with glow-reflecting prisms and light-corrective micro-spheres, the result is an ultra silky texture that is hydrating to the skin. Use shades separately or layered for desired effect.",[],[],N/A,N/A
89,Boy's Linear Logo Hooded Tee,Adidas,Long-sleeve cotton jersey hooded tee features an outline core linear logo on both sleeves with a core linear logo at center front.,"Attached hood
Long sleeves
Pullover style
Side-hem slits
Cotton
Machine wash
Imported",[],[],N/A,N/A
90,Baby's Beech Tartan Sneakers,Burberry,unknown,"Iconic plaid featured on cotton low-top sneakers
Grip-tape straps
Cotton upper
Rubber sole
Imported",[],[],N/A,N/A
91,Wool midi skirt,Theory,Beige wool Concealed hook and zip fastening at side 100% wool; lining: 100% cupro Dry clean Imported,"Fits true to size, take your normal size 
Midi-length, designed to be worn at the waist
Mid-weight, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing a US 2","['NightOut', 'nightout', 'Vacation', 'daytonight', 'vacation', 'DaytoNight', 'Weekend', 'weekend']","['romantic', 'glam', 'Modern', 'classic', 'Classic', 'businesscasual', 'modern', 'Romantic', 'Glam', 'retro']",Skirts,N/A
92,Slim Untucked one-pocket chambray shirt in dark wash,J.Crew,"Softer and lighter than denim (thanks to a different weaving process), chambray looks great no matter how you wear it. This shirt is a versatile piece that can be dressed up, dressed down, layered&mdash;you get the idea. And with a bit of stretch added for comfort, this shirt feels just as great as it looks.",unknown,[],[],N/A,N/A
93,Ruffle classic popover shirt in Liberty® Favourite Flowers,J.Crew,"Made from lightweight cotton and a print from Liberty London (the British print house that's been known for its mood-lifting florals since 1875), this classic popover is a perfect match for skirts, jeans and leggings.",unknown,"['Vacation', 'daytonight', 'vacation', 'DaytoNight', 'Weekend', 'weekend']","['romantic', 'Casual', 'classic', 'Classic', 'casual', 'Romantic']",N/A,Blouse
94,Mitsu Pleat Front Cigarette Vegan Leather Pants,Nanushka,"Nanushka's 'Mitsu' vegan leather pants are designed with a cigarette shape. Tailored for a high-waisted fit, its tapered design is detailed with pleats along the front and a flap pocket. Pair with a turtleneck sweater to complete the look. ","As featured in the Pre-Fall '19 lookbook
Pleating through front, slit pocket, unlined
Button and concealed zip fastening at front
Composition: Body: 65% polyester, 35% polyurethane
Dry clean
Imported



Model is wearing a sample size S
This style fits true to size
We suggest taking your normal size","['NightOut', 'nightout', 'daytonight', 'DaytoNight', 'Weekend', 'weekend']","['Modern', 'Androgynous', 'Retro', 'modern', 'androgynous', 'retro']",Pants&Leggings,N/A
95,Anna Printed Cotton Midi Dress,Cecilie Bahnsen,"Cecilie Bahnsen's feminine designs often include puff sleeves and dramatic skirts— this 'Anna' dress is a prime example. Crafted with an illusive neckline, it's made from printed cotton in an A-line silhouette. The classic tea length looks great with cool combat boots.","Ties at back
Composition: 100% cotton
Dry clean 
Imported


This style fits true to sizeWe suggest taking your normal size
Model measurements: height 5'9""/175cm - bust 32""/81.2cm - waist 24""/60.96cm - hip 34""/86.36cmShe is wearing UK 8",[],[],N/A,N/A
96,Bump Vase,Tom Dixon,unknown,"Double-walled decorative vase playing with shapes and translucence
5""W x 10.5""H x 5""D
Borosilicate
Wipe clean
Imported",[],[],N/A,N/A
97,Catch:1 Charging Device,Courant,From the Catch:1 Collection. Courant utilizes fashionable materials and high performing hardware to create fast wireless chargers that fit seamlessly into interior spaces. The CATCH:1 is the ideal accessory for the office or home.,"Set includes a USB-C charging cable, a Courant wireless charger, the lookbook and an instruction manual
Single device for fast wireless charging
Weighted
Non-slip construction
Qi-certified fast wireless charging
Charges through most",[],[],N/A,N/A
98,Metallic Slim-Fit Jeans,Purple Brand,A metallic finish lends modern grunge-appeal to these low-rise jeans in a cotton stretch fit.,"Five-pocket style
Button closure
Button fly
Back logo patch
Faded wash
Cotton/elastane
Machine wash
Imported
SIZE & FITRise, about 10""
Inseam, about 33""
Leg opening, about 12""",[],[],N/A,N/A
99,Slim-Fit Dover Sword Dress Shirt,Theory,"Cotton twill with a touch of stretch, destined to become the shirt of choice in your business wardrobe.",Spread collarButton front Two-button cuff 96% cotton/4% spandexDry clean Imported,[],[],N/A,N/A
100,Le Circle Straw Bag,Poolside,"Handwoven from natural water reed, Poolside's signature 'Le Circle' handbag is designed with a novel round silhouette. Contrasting leopard-printed top handles give it a playful finish. It's the perfect size to carry on the beach or as an everyday summer bag. ","
Open top
Composition: water reed, leather
Imported



",[],[],N/A,N/A
101,Scoopneck ribbed henley T-shirt in stripe,J.Crew,"The ultimate tee for tucking into high-rise denim or pants with a flattering slim fit, henley neckline and throwback-style half sleeves. Plus, a touch of stretch for a super-flattering finish.",unknown,"['Weekend', 'daytonight', 'weekend', 'DaytoNight']","['Casual', 'Androgynous', 'classic', 'Classic', 'casual', 'androgynous']",N/A,Tee
102,Gansu cropped silk-satin wide-leg pants,Le Kasha,Cream silk-satin Pull on 100% silk Dry clean Made in France,"Fits true to size, take your normal size 
High-rise, cut for a wide-leg fit 
Cropped length 
Elasticated at the waist for a flexible fit
Lightweight, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing a size XSmall",[],[],N/A,N/A
103,Julian Workwear Jumpsuit,G. Label,"Cut from army-green utility twill, Julian is our salute to workwear. It’s rife with utilitarian elements: epaulets, patch pockets, a cinchable belt, and those slant pockets. The extra-wide legs hit just above the ankles, so any shoe—block-heeled boots, Birkenstocks, even strappy sandals—will look exactly right. Think of it as a two-minute outfit. Maybe even one. Main: 97% cotton, 3% elastane; Lining: 55% polyester, 45% viscoseDry clean onlyMade in ItalyMeasurements (from size 4): 16.5"" chest, 15.25"" waist, 18"" hip, 52.75"" lengthModel is 5’10.5” with 33” bust, 24” waist, 34” hips and wearing a size 2",unknown,"['Work', 'daytonight', 'work', 'DaytoNight', 'Weekend', 'weekend']","['Modern', 'Casual', 'Androgynous', 'Retro', 'casual', 'modern', 'androgynous', 'retro']",N/A,N/A
104,Kitten Ballet Mules,MIDNIGHT 00,unknown,"As featured in the SS'20 collection, style with wide leg trousers and an oversized blazer for an elevated evening look.
Tulle wrap throughout, pointed toe, kitten heel
Tie fastening at the ankle
Composition: 65% patent leather, 35% tulle
Made in Italy



Heel measures approximately 50mm / 2 inches
Fits true to size, we suggest taking your normal size
Italian Sizing",[],[],N/A,N/A
105,Little Boy's Colorblock Joggers,Splendid,Multi ribbed trim joggers with elasticized waist and cuffs.,"Elasticized drawstring waist
Pull-on style
Slip pockets at sides
Multi colorblock trim
Elasticized ribbed cuffs
Cotton/rayon
Machine wash
Imported",[],[],N/A,N/A
106,"Calibre de Cartier Stainless Steel, 18K Pink Gold & Rubber Strap Watch",Cartier,unknown,"From the Calibre de Cartier Collection
Sporty timepiece in diver blue with rubber strap
Self-winding mechanical movement
Water resistant to 3 ATM
Round, stainless steel case, 42mm, (1.6"")
Faceted 18k pink gold crown with faceted synthetic spinel
Ceramic bezel with Super-LumiNova* indicators
Partly snailed blue dial with Super-LumiNova indicators
Sapphire crystal
Calendar aperture at 3 o'clock
Second hand at 6 o'clock</",[],[],N/A,N/A
107,Essential Standard-Fit Chromatic Tee,Theory,The Essential Tee is designed with a bound-neck detail and double needle topstitching on the sleeves and hem.,"Crewneck
Short sleeves
Pullover style
Cotton
Machine wash
Imported
SIZE & FITStandard-fit
About 28"" from shoulder to hem",[],[],N/A,N/A
108,No.2 pencil skirt in pink confetti tweed,J.Crew,"We reimagined our original No. 2 Pencil skirt&mdash;with a streamlined cut and famously flattering knee length&mdash;in a fall-ready tweed of pink, blue, black, ivory and shots of metallic. Pair it with the matching blazer for a modern take on a suit.",unknown,[],[],N/A,N/A
109,Wrap-tie jumpsuit in chambray,J.Crew,"Our best-selling jumpsuit is back by popular demand. We love this wrap-tie silhouette for its slight stretch, roomy pockets and wide legs. It's the kind of closet staple you can wear anywhere, anytime.",unknown,"['Weekend', 'daytonight', 'weekend', 'DaytoNight']","['Modern', 'Boho', 'Casual', 'classic', 'Classic', 'casual', 'modern', 'boho']",N/A,N/A
110,Baby's Simple Slip-On Sneakers,Converse,Canvas slip-on sneakers without the laces.,"Canvas upper
Slip-on style
Rubber sole
Wipe clean
Imported",[],[],N/A,N/A
111,Striped Cotton Crewneck Sweater,ATM Anthony Thomas Melillo,An ombré finish lends itself well to this cotton pullover knit with slender sailor stripes.,"Crewneck
Long sleeves
Ribbed cuffs
Pullover style
Cotton
Hand wash
Imported
SIZE & FITRelaxed silhouette
About 28"" from shoulder to hem",[],[],N/A,N/A
112,Milla Croco-Print Leather Belt,B-Low The Belt,A simple goldtone buckle lends a timeless element to this sleek leather belt embossed with a croco print,"Goldtone hardware
Leather/zinc
Clean by a leather specialist
Made in Italy
SIZEWidth, about 1.5”",[],[],N/A,N/A
113,Chachatint Lip & Cheek Stain,Benefit Cosmetics,WHAT IT ISYour lips are chacha-charming! This sheer stain beautifully blushes lips & cheeks with a mango hue. Our NEW! doe foot applicator glides right on lips & cheeks for a deliciously vibrant look that lasts for hours. 0.2 oz. Made in France.WHAT IT DOES,"Now in a NEW! size
Smooch-proof
Longwear
Smudge-proof
Non-drying
HOW TO USE ITShimmy & glow. Glide onto lips, layering to build intensity. For",[],[],N/A,N/A
114,Howard Watch Box,Wolf,"From the Howard Collection. A British icon since 1834. WOLF is a luxury leather-goods company designing the world’s most beautiful jewelry cases, watch winders and boxes. Still family led, WOLF prides itself with the undying pursuit of perfection, luxury and style.The Howard watch box, in pebble leather brings unexpected features to the traditional watch box. Within the ultrasuede interior lies an elevated compartment for watch cuffs and seven watch compartments.The overall design is completed w","From the Howard Collection. A British icon since 1834. WOLF is a luxury leather-goods company designing the world’s most beautiful jewelry cases, watch winders and boxes. Still family led, WOLF prides itself with the undying pursuit of perfection, luxury and style.The Howard watch box, in pebble leather brings unexpected features to the traditional watch box. Within the ultrasuede interior lies an elevated compartment for watch cuffs and seven watch compartments.The overall design is completed w",[],[],N/A,N/A
